gf_id	category	lemma	governed_case	representative_synsets	sources	source_details	validation_status	exact_lexicon_function	alternate_lexicon_functions	flags
kuverte_V	V	kuvertë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kyc_V	V	kyç			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kembej_V	V	këmbej			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kembim_V	V	këmbim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kembengul_V	V	këmbëngul			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kend_V	V	kënd			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kendoj_V	V	këndoj			Baseline LexiconSqi	sing_V	baseline_lexicon_exact	sing_V		lexicon_sqi_exact
kendoj_nen_ze_V	V	këndoj nën zë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kepus_V	V	këpus			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keputje_V	V	këputje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqyr_V	V	këqyr			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqyr_me_kujdes_V	V	këqyr me kujdes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kercas_V	V	kërcas			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kercej_V	V	kërcej			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | jump_V	baseline_lexicon_exact	jump_V		lexicon_sqi_exact,pos_from_wordnet
kercitje_V	V	kërcitje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kercelloj_V	V	kërcëlloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kercellonim_V	V	kërcëllonim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kercenoj_V	V	kërcënoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kerkes_V	V	kërkes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kerkese_V	V	kërkesë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kerkim_V	V	kërkim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kerkim_i_ngathet_V	V	kërkim i ngathët			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kerkoj_V	V	kërkoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kerkoj_lemosh_V	V	kërkoj lëmosh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kerkoj_te_marr_vesh_V	V	kërkoj të marr vesh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kerkellim_V	V	kërkëllim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keshillohem_me_V	V	këshillohem me			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
keshilloj_V	V	këshilloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lahem_V	V	lahem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lahet_V	V	lahet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lajkatoj_V	V	lajkatoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lajmeroj_V	V	lajmëroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lajmetar_V	V	lajmëtar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
largim_V	V	largim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
largohem_V	V	largohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
largohem_pa_rene_ne_sy_V	V	largohem pa rënë në sy			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
largohesh_V	V	largohesh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
largoj_V	V	largoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
largoj_heq_qafe_V	V	largoj,heq qafe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet,punctuation
largesi_V	V	largësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
larje_V	V	larje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lartesi_V	V	lartësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lartesohem_V	V	lartësohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lartesoj_V	V	lartësoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lavderoj_V	V	lavdëroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
le_V	V	le			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ledhatim_V	V	ledhatim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ledhatoj_V	V	ledhatoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
leh_V	V	leh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lehtesim_V	V	lehtësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lehtesoj_V	V	lehtësoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lejoj_V	V	lejoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lemeri_V	V	lemeri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lende_material_V	V	lende,material			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet,punctuation
lexoj_V	V	lexoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lexoj_te_dhenat_V	V	lexoj të dhënat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lidh_V	V	lidh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lidh_me_V	V	lidh me			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lidh_me_fashe_V	V	lidh me fashë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lidhem_V	V	lidhem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lidhen_V	V	lidhen			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lidhet_me_V	V	lidhet me			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lidhje_V	V	lidhje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lie_with_V	V	lie with			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ligeshtohem_V	V	ligështohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ligeshtoj_V	V	ligështoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
limoj_V	V	limoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lind_V	V	lind			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lindje_V	V	lindje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
liroj_V	V	liroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llafe_V	V	llafe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llastoj_V	V	llastoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llogaris_V	V	llogaris			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llogaritje_V	V	llogaritje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llokocit_V	V	llokoçit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llomotis_V	V	llomotis			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
llomotitje_V	V	llomotitje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lodhje_V	V	lodhje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
loje_V	V	loje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lokalizoj_V	V	lokalizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lotim_V	V	lotim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lotoj_V	V	lotoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
love_V	V	love			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
luaj_V	V	luaj			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | play_V	baseline_lexicon_exact	play_V		lexicon_sqi_exact,pos_from_wordnet
luaj_kumar_V	V	luaj kumar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
luan_V	V	luan			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lufte_V	V	lufte			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
luftim_V	V	luftim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
luftoj_V	V	luftoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lulezim_V	V	lulëzim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lulezoj_V	V	lulëzoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
luster_V	V	lustër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lutje_V	V	lutje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
luzme_V	V	luzmë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lyej_V	V	lyej			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
le_V__2	V	lë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
le_diku_V	V	lë diku			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_gjurme_V	V	lë gjurmë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_me_bar_V	V	lë me bar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_me_mirebesim_V	V	lë me mirëbesim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_menjane_V	V	lë mënjanë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_ne_ngarkim_V	V	lë në ngarkim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_pezull_V	V	lë pezull			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_trashegim_V	V	lë trashëgim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
le_te_hyj_V	V	lë të hyj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lekund_V	V	lëkund			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lekundje_V	V	lëkundje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
lekure_gjarpri_V	V	lëkurë gjarpri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lendim_V	V	Lëndim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			case_marked,pos_from_wordnet
lendim_V__2	V	lëndim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
leng_barishtesh_V	V	lëng barishtesh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
lenie_peng_V	V	lënie peng			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
leshim_V	V	lëshim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
leshohem_V	V	lëshohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
leshoj_V	V	lëshoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
leviz_V	V	lëviz			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
leviz_ngadale_V	V	lëviz ngadalë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
leviz_para_mbrapa_V	V	lëviz para mbrapa			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
levizje_V	V	lëvizje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
levizje_e_ngadalte_V	V	lëvizje e ngadaltë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
levizje_e_panderprere_V	V	lëvizje e pandërprerë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
levizje_e_pavullnetshme_V	V	lëvizje e pavullnetshme			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
levizje_e_shpejte_V	V	lëvizje e shpejtë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
levizje_perpara_V	V	lëvizje përpara			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
levizje_refleksive_V	V	lëvizje refleksive			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
make_love_V	V	make love			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
make_out_V	V	make out			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
makiazh_V	V	makiazh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
makine_V	V	makinë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mallra_V	V	mallra			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
manipuloj_V	V	manipuloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
manover_V	V	manovër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
marr_V	V	marr			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
marr_arratine_V	V	marr arratinë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_ere_V	V	marr erë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_hua_V	V	marr hua			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_mbrapsht_V	V	marr mbrapsht			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_me_mend_V	V	marr me mend			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_me_qera_V	V	marr me qera			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_me_te_mire_V	V	marr me të mirë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_me_vete_V	V	marr me vete			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_ne_foto_V	V	marr në foto			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_ne_konsiderate_V	V	marr në konsideratë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_ne_telefon_V	V	marr në telefon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_parasysh_V	V	marr parasysh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_pjese_V	V	marr pjesë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_pjesen_V	V	marr pjesën			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_sherbimin_V	V	marr shërbimin			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_si_te_vertete_V	V	marr si të vërtetë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marr_vesh_V	V	marr vesh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
marramendje_V	V	marramendje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
marreveshje_V	V	marrëveshje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
marrezira_V	V	marrëzira			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
marshim_V	V	marshim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
martohem_V	V	martohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mas_V	V	mas			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mas_kohen_V	V	mas kohën			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
masakroj_V	V	masakroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mashtrim_V	V	mashtrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mashtroj_V	V	mashtroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mashtrues_V	V	mashtrues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
maskim_V	V	maskim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
maskoj_V	V	maskoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mat_V	V	mat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
matje_V	V	matje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
maturohem_V	V	maturohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbahem_V	V	mbahem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbahem_gjalle_V	V	mbahem gjallë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_V	V	mbaj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbaj_lidhur_V	V	mbaj lidhur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_me_vete_V	V	mbaj me vete			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_mend_V	V	mbaj mend			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_ne_kembe_V	V	mbaj ne kembe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_nje_leksion_V	V	mbaj një leksion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_nen_fre_V	V	mbaj nën fre			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_revole_V	V	mbaj revole			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_shoqeri_V	V	mbaj shoqëri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_shenim_V	V	mbaj shënim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbaj_te_fshehte_V	V	mbaj të fshehtë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbajtje_V	V	mbajtje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbajtese_V	V	mbajtëse			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mban_V	V	mban			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbante_V	V	mbante			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbaroj_V	V	mbaroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbart_V	V	mbart			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbath_V	V	mbath			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mberthej_V	V	mberthej			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbetem_V	V	mbetem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbi_toke_V	V	mbi tokë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mbijetoj_V	V	mbijetoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbitendosje_V	V	mbitendosje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbiujes_V	V	mbiujës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbizoteroj_V	V	mbizotëroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbjell_V	V	mbjell			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbledh_V	V	mbledh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mblidhem_V	V	mblidhem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mblidhemi_bashke_V	V	mblidhemi bashkë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
mblidhen_V	V	mblidhen			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbllacit_V	V	mbllaçit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbroj_V	V	mbroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
mbulese_V	V	mbulesë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
